Trace
Swept SA
A.12.15,N9000A
507 ,01
Segment,0
Number of Points,1001
Sweep Time,0.1682
Start Frequency,1500000
Stop Frequency,2000000
Average Count,0
Average Type,LogPower(Video)
RBW,30
RBW Filter,Gaussian
RBW Filter BW,3dB
VBW,30
Sweep Type,Fft
X Axis Scale,Lin
PreAmp State,Off
PreAmp Band,Low
Trigger Source,Free
Trigger Level,1.2
Trigger Slope,Positive
Trigger Delay,0
Phase Noise Optimization,Narrow
Swept If Gain,Low
FFT If Gain,Autorange
RF Coupling,AC
FFT Width,411900
Ext Ref,10000000
Input,RF
RF Calibrator,Off
Attenuation,0
Ref Level Offset,0
External Gain,0
Trace Type,Average
Detector,Sample
Trace Math,Off
Trace Math Oper1,Trace5
Trace Math Oper2,Trace6
Trace Math Offset,0
Trace Name,Trace1
X Axis Units,Hz
Y Axis Units,dBm
DATA
1500000,-127.828362137222
1500500,-128.493625208984
1501000,-128.221548540215
1501500,-128.179623430598
1502000,-127.74797895962
1502500,-128.716482327589
1503000,-127.793764643549
1503500,-127.633166097799
1504000,-127.529642430104
1504500,-127.430283251969
1505000,-127.951712766338
1505500,-128.442105234328
1506000,-128.810239473227
1506500,-127.932053255913
1507000,-128.477698634037
1507500,-128.009859943186
1508000,-127.739139940625
1508500,-127.902283404701
1509000,-127.616808032738
1509500,-128.803164456096
1510000,-127.885228166208
1510500,-128.261234139394
1511000,-128.936379720788
1511500,-127.695890509353
1512000,-128.171231268839
1512500,-128.659392677861
1513000,-128.115321226896
1513500,-127.091257330034
1514000,-128.249502274094
1514500,-127.265392426527
1515000,-127.555085819262
1515500,-126.004758240532
1516000,-124.464198364661
1516500,-127.120931281794
1517000,-127.444242102438
1517500,-127.653846584656
1518000,-127.523485740783
1518500,-128.773928193266
1519000,-127.658200308399
1519500,-127.021474937904
1520000,-126.173418709207
1520500,-126.120031312606
1521000,-122.949213080089
1521500,-120.089722973925
1522000,-119.945431064042
1522500,-122.05144169341
1523000,-124.893443676706
1523500,-126.244024905236
1524000,-127.080527627429
1524500,-127.094751305902
1525000,-127.416350751505
1525500,-127.432374051676
1526000,-127.914237974392
1526500,-127.661152860192
1527000,-128.091422959901
1527500,-128.40648529854
1528000,-128.688999962575
1528500,-127.005454794547
1529000,-128.013276629084
1529500,-127.273490229016
1530000,-128.882767384455
1530500,-128.015771318501
1531000,-128.498525050681
1531500,-127.689532927676
1532000,-128.169627688742
1532500,-126.923945858868
1533000,-127.842569893567
1533500,-128.348303618907
1534000,-127.39933787404
1534500,-128.245050149624
1535000,-128.520247228139
1535500,-128.511030831346
1536000,-129.155508547946
1536500,-128.302657576011
1537000,-128.183022705253
1537500,-128.622471027812
1538000,-128.384554662275
1538500,-128.013196751607
1539000,-128.758695873416
1539500,-128.212755853735
1540000,-128.292302695847
1540500,-128.260891644419
1541000,-129.060795732881
1541500,-128.345958329384
1542000,-127.929656730736
1542500,-127.948568587133
1543000,-128.621441384333
1543500,-128.071839545667
1544000,-128.677264364265
1544500,-128.23726972035
1545000,-128.099085063462
1545500,-124.915891544366
1546000,-123.690289445903
1546500,-125.288473831351
1547000,-126.698282465773
1547500,-127.735521016585
1548000,-129.13535649399
1548500,-128.693482100151
1549000,-127.9554146328
1549500,-127.873987397345
1550000,-128.703069888198
1550500,-129.403455637784
1551000,-129.035493692041
1551500,-128.719953728589
1552000,-128.928579204273
1552500,-129.263418161458
1553000,-128.846482702819
1553500,-128.406960091008
1554000,-128.592352546962
1554500,-128.635211356978
1555000,-128.411482988984
1555500,-128.169871545912
1556000,-129.473842912142
1556500,-128.85838529036
1557000,-128.792765620189
1557500,-129.065299547722
1558000,-129.500558668176
1558500,-128.242603653954
1559000,-128.625403166048
1559500,-128.394703598137
1560000,-127.923829516447
1560500,-128.975885045495
1561000,-128.809976878611
1561500,-128.795756400778
1562000,-128.495522868722
1562500,-129.158646422394
1563000,-129.432177507514
1563500,-128.737027522367
1564000,-129.382951896288
1564500,-128.623166909317
1565000,-129.196617330283
1565500,-129.265400357751
1566000,-128.170472490823
1566500,-129.029907582144
1567000,-128.399465070612
1567500,-128.895983052002
1568000,-128.635681088027
1568500,-128.984088841969
1569000,-128.325200867062
1569500,-128.602955070606
1570000,-127.769421031857
1570500,-128.462216624516
1571000,-128.5542311251
1571500,-128.274969996522
1572000,-128.139264777569
1572500,-129.227334326244
1573000,-128.910227235806
1573500,-127.778674393327
1574000,-125.77996623507
1574500,-126.130843748514
1575000,-127.225046976772
1575500,-127.953523281343
1576000,-127.764246973452
1576500,-126.722853549682
1577000,-126.268455423592
1577500,-121.998827004684
1578000,-120.534371232137
1578500,-121.713336462933
1579000,-123.862170413895
1579500,-126.846957161876
1580000,-128.065115865427
1580500,-127.758853175896
1581000,-128.368868650446
1581500,-128.963200701647
1582000,-128.404722123205
1582500,-128.725713547368
1583000,-128.562212907874
1583500,-129.073697898732
1584000,-128.353971090307
1584500,-128.781046785428
1585000,-128.923665960992
1585500,-128.911874161801
1586000,-128.821372801508
1586500,-128.456704514716
1587000,-128.269750200181
1587500,-128.65210203493
1588000,-128.821399979008
1588500,-128.866162671804
1589000,-128.260697568664
1589500,-128.025458489034
1590000,-128.167696320723
1590500,-128.038557869658
1591000,-128.716069889902
1591500,-128.606325334627
1592000,-128.358960321467
1592500,-128.884626798657
1593000,-128.375702471573
1593500,-129.290924860805
1594000,-128.867238692641
1594500,-128.510672002754
1595000,-128.929688205426
1595500,-129.06019979815
1596000,-129.143225771041
1596500,-128.73936408093
1597000,-129.405732194613
1597500,-129.186266545927
1598000,-129.107154049261
1598500,-128.739223796279
1599000,-128.41043363071
1599500,-128.715600144931
1600000,-129.045000550657
1600500,-127.574539909237
1601000,-127.346232994494
1601500,-127.677870358468
1602000,-127.780495483556
1602500,-128.586110535392
1603000,-128.706010968799
1603500,-129.025599019325
1604000,-128.75766694406
1604500,-129.343978860237
1605000,-128.902867602661
1605500,-129.320527338316
1606000,-128.451037747305
1606500,-129.422020553413
1607000,-128.96248991146
1607500,-129.381553666512
1608000,-128.871898331385
1608500,-129.418196504042
1609000,-129.265903047688
1609500,-128.954863242822
1610000,-128.421739560953
1610500,-129.632358406512
1611000,-129.48216187374
1611500,-129.195215820574
1612000,-128.954048974736
1612500,-129.817278972824
1613000,-129.781440132613
1613500,-129.890384460975
1614000,-128.344627276428
1614500,-129.435415953573
1615000,-129.402331103659
1615500,-129.158475632562
1616000,-129.969795111669
1616500,-129.71035900209
1617000,-129.571288032564
1617500,-128.726676956561
1618000,-129.13720828527
1618500,-128.979807617796
1619000,-129.267273908702
1619500,-129.035454324597
1620000,-129.13788067988
1620500,-129.824215304995
1621000,-128.818907490032
1621500,-130.227843078135
1622000,-129.684327266775
1622500,-129.041930315724
1623000,-129.117237256755
1623500,-128.955767230458
1624000,-129.637703149792
1624500,-129.883867199057
1625000,-129.308893417223
1625500,-129.342804985144
1626000,-130.094601975827
1626500,-129.219604783905
1627000,-129.505861840925
1627500,-128.922862782453
1628000,-129.437203357266
1628500,-129.352942909704
1629000,-129.513053147325
1629500,-128.946542162961
1630000,-129.20787915036
1630500,-128.731295332931
1631000,-128.970480055919
1631500,-129.077178560472
1632000,-127.591438420319
1632500,-126.897989669818
1633000,-126.835337044491
1633500,-125.289487138018
1634000,-121.540180528232
1634500,-121.492720286694
1635000,-122.65763078015
1635500,-125.405687037825
1636000,-126.16508377398
1636500,-129.006391446091
1637000,-129.388899927182
1637500,-128.766987620265
1638000,-128.564286697991
1638500,-128.961538507117
1639000,-130.120920515511
1639500,-129.140215784127
1640000,-129.047564149386
1640500,-129.333853780847
1641000,-128.226047887497
1641500,-128.097226774232
1642000,-128.852086919937
1642500,-127.936689167859
1643000,-128.284918410555
1643500,-128.912130702429
1644000,-129.27063667861
1644500,-129.770706320901
1645000,-129.947277561533
1645500,-128.754579113864
1646000,-129.326095636643
1646500,-130.053627828348
1647000,-129.14377247454
1647500,-129.860838357986
1648000,-128.818557141055
1648500,-129.270883124754
1649000,-129.380325670604
1649500,-128.667654522736
1650000,-128.842965645008
1650500,-130.531554174269
1651000,-129.31894381932
1651500,-128.387733633017
1652000,-129.042699575424
1652500,-128.452057547505
1653000,-129.295507251376
1653500,-128.734316489406
1654000,-129.025387632494
1654500,-129.888878349811
1655000,-128.540964882371
1655500,-128.422467854005
1656000,-127.646534831489
1656500,-125.661107086667
1657000,-128.267732457031
1657500,-128.878843624639
1658000,-129.391652824886
1658500,-129.931727495476
1659000,-129.476662780727
1659500,-128.927476272596
1660000,-129.354820878295
1660500,-130.233180185875
1661000,-129.340681830174
1661500,-128.802390038862
1662000,-129.576188425284
1662500,-129.566006803421
1663000,-129.153410791346
1663500,-129.902640340516
1664000,-129.705991787571
1664500,-129.855063741854
1665000,-129.490502775042
1665500,-129.634117206163
1666000,-129.859176101549
1666500,-130.250799724739
1667000,-130.091774950156
1667500,-129.341580888505
1668000,-128.844483889926
1668500,-130.891798949435
1669000,-130.037078235214
1669500,-130.365692577623
1670000,-128.933436800231
1670500,-130.281280339625
1671000,-129.769572950477
1671500,-129.942053249429
1672000,-129.877888661002
1672500,-129.023457418444
1673000,-129.919284475245
1673500,-129.586219834467
1674000,-129.908207093076
1674500,-129.191202390229
1675000,-129.643313922907
1675500,-128.936728750062
1676000,-130.66880060609
1676500,-130.460902536428
1677000,-129.147077255389
1677500,-128.775101649651
1678000,-129.664068996061
1678500,-129.156853525841
1679000,-129.229807004545
1679500,-128.888374949055
1680000,-129.493121332931
1680500,-129.687724949042
1681000,-130.002017448641
1681500,-129.620640931994
1682000,-129.452593448392
1682500,-130.203598354606
1683000,-129.736410149246
1683500,-129.437596301234
1684000,-129.706104851932
1684500,-129.42121986162
1685000,-129.407795695747
1685500,-130.457348372463
1686000,-129.215951818704
1686500,-129.052495982035
1687000,-128.332615327072
1687500,-128.324588785381
1688000,-128.49556454792
1688500,-128.668244294471
1689000,-127.959055586682
1689500,-127.339935082649
1690000,-124.851694657889
1690500,-121.677707995037
1691000,-122.744216930713
1691500,-124.093557114089
1692000,-126.484590865922
1692500,-127.696248524995
1693000,-128.29074523485
1693500,-129.159195354584
1694000,-128.543957284667
1694500,-127.961194014762
1695000,-128.867974216381
1695500,-128.781038675554
1696000,-128.338814329964
1696500,-129.219710016757
1697000,-128.887208846397
1697500,-129.597024847096
1698000,-129.278566174991
1698500,-129.259606281519
1699000,-129.873725819262
1699500,-129.157768272618
1700000,-128.981007516762
1700500,-129.353494930678
1701000,-129.357929370031
1701500,-130.299205509521
1702000,-129.923966769599
1702500,-129.302498240505
1703000,-130.339255751189
1703500,-128.831517165751
1704000,-129.090132965309
1704500,-129.579820731351
1705000,-129.439079249835
1705500,-130.13507262719
1706000,-129.657746043642
1706500,-129.095470940019
1707000,-129.780360056453
1707500,-129.5790196022
1708000,-129.67530364896
1708500,-130.104748668929
1709000,-129.211136067224
1709500,-129.2297703212
1710000,-129.960323677497
1710500,-129.990992094232
1711000,-129.051830776961
1711500,-127.478976973368
1712000,-128.136593580824
1712500,-129.204108309248
1713000,-129.712689957045
1713500,-128.905538745144
1714000,-129.040816738229
1714500,-129.940019968336
1715000,-129.142958579864
1715500,-129.882524949784
1716000,-129.530148860406
1716500,-129.712261771069
1717000,-129.599175705656
1717500,-130.134689313004
1718000,-130.167554643265
1718500,-130.405029180764
1719000,-129.539813283451
1719500,-129.270155977658
1720000,-129.510611219031
1720500,-130.185380907643
1721000,-128.970359372653
1721500,-129.473964137206
1722000,-130.384590476644
1722500,-129.643360268519
1723000,-130.380191137103
1723500,-130.719352537695
1724000,-129.694667383661
1724500,-129.787161619882
1725000,-130.499251367583
1725500,-130.00891989825
1726000,-129.956436011947
1726500,-129.76157401858
1727000,-129.894180923668
1727500,-129.631991144934
1728000,-129.186234582159
1728500,-129.313522951192
1729000,-129.339268719855
1729500,-129.882790374801
1730000,-130.069674086449
1730500,-130.628660320005
1731000,-130.323446099412
1731500,-130.093946742879
1732000,-129.354680959385
1732500,-130.120179370219
1733000,-131.095044981724
1733500,-130.824214996929
1734000,-129.322018900803
1734500,-129.357542295332
1735000,-129.815401238482
1735500,-128.560183243334
1736000,-129.376566177565
1736500,-129.807029560592
1737000,-129.228983200537
1737500,-129.907619190792
1738000,-129.718713264144
1738500,-129.730170459118
1739000,-130.111689858601
1739500,-129.90367993686
1740000,-129.470144606576
1740500,-129.485692837702
1741000,-129.55642061739
1741500,-129.88875050646
1742000,-129.738279569199
1742500,-130.109919571925
1743000,-130.155937591147
1743500,-128.966917953893
1744000,-129.786999388504
1744500,-130.547995365041
1745000,-128.709613037075
1745500,-128.76337685817
1746000,-127.273209516127
